row ID	ID	aveLog2CPM	log2CPM_A	log2CPM_B	FC	log2FC	PValue	adj.PValue
336	ENST00000335360	32.4237952988014	30.9404437477861	33.9071468498166	1.09588431007046	0.132095504414122	0.686545441318366	1.0
337	ENST00000555147	119.498226844211	124.537517850101	114.458935838321	0.919071921572175	-0.121750331484562	0.693338803614545	1.0
338	ENST00000527076	16.0834883244725	14.3848788393977	17.7820978095473	1.23616597734875	0.305872463809992	0.693367596652629	1.0
339	ENST00000570012	215.223544399432	221.627413206715	208.819675592148	0.942210499011599	-0.0858786869023551	0.693555279780813	1.0
340	ENST00000570195	21.7017810994911	22.6461680361541	20.7573941628281	0.916596314647553	-0.125641609797424	0.696061713712272	1.0
341	ENST00000566496	178.231653260915	183.810057651485	172.653248870344	0.939302511931663	-0.0903382275543013	0.698790602083819	1.0
342	ENST00000602042	94.9999463277709	99.3245199712211	90.6753726843208	0.912920321292201	-0.131439146061114	0.700150818926037	1.0
343	ENST00000563798	18.0556660710687	17.6886321128207	18.4227000293167	1.04149941679006	0.0586620315107432	0.704810043804504	1.0
344	ENST00000563890	15.6848620240138	14.6862502087227	16.6834738393048	1.13599275527772	0.183953634175137	0.706894311201018	1.0
345	ENST00000301011	600.49189570284	588.366821518078	612.616969887602	1.04121603646337	0.0582694369353447	0.707219234176609	1.0
346	ENST00000569377	242.958434759194	231.211395647855	254.705473870533	1.10161297697654	0.139617459601331	0.707455453420246	1.0
347	ENST00000561536	33.3428285557171	30.9667494052867	35.7189077061476	1.15346003026232	0.205968012567562	0.7090020720326	1.0
348	ENST00000570123	231.671031711075	239.10899213286	224.23307128929	0.937786025063818	-0.092669314785069	0.709087814910293	1.0
349	ENST00000568151	18.3375806595684	19.6250981991899	17.0500631199468	0.868788677992481	-0.202922792747082	0.714565166505255	1.0
350	ENST00000567844	12.2413995625706	12.8753770644157	11.6074220607254	0.901520942078307	-0.149567089439843	0.714859162375311	1.0
351	ENST00000568613	147.440072089163	145.465648201857	149.414495976469	1.02714625633904	0.0386416230113479	0.71643797784634	1.0
352	ENST00000567932	18.6647494401893	18.0048014404029	19.3246974399757	1.07330800086531	0.102064137192702	0.721590910565666	1.0
353	ENST00000570116	404.53731418661	410.06563415058	399.00899422264	0.973036901883176	-0.0394335754366478	0.724312985662055	1.0
354	ENST00000313732	4078.01417822895	3892.51067673466	4263.51767972324	1.09531303413143	0.131343242656345	0.727792942919868	1.0
355	ENST00000505733	89.8655387377861	84.5462745248659	95.1848029507063	1.12583083625656	0.17099006895628	0.731855593566927	1.0
356	ENST00000565309	42.9381917606563	40.7268524749447	45.1495310463678	1.10859367475412	0.148730681250155	0.734721331093947	1.0
357	ENST00000562193	80.552218578024	81.8911794060827	79.2132577499652	0.967299022000426	-0.0479661546463572	0.735162813105817	1.0
358	ENST00000301012	216.298646228602	214.17529091313	218.422001544074	1.01982820059605	0.0283261374677695	0.737965426183058	1.0
359	ENST00000503560	11.1700782975693	11.8721585671038	10.4679980280347	0.881726601684729	-0.181596708422171	0.738351895530603	1.0
360	ENST00000561928	313.215103899997	321.816250973856	304.613956826139	0.946546222896885	-0.0792551357984768	0.739209252753058	1.0
361	ENST00000472354	491.941007625962	474.308409359772	509.573605892153	1.07435077227491	0.103465105799477	0.739532510696462	1.0
362	ENST00000561911	129.375561875909	133.359167012875	125.391956738943	0.940257498210352	-0.0888721886095426	0.74000402629173	1.0
363	ENST00000563504	77.2700721197629	74.8948334931934	79.6453107463324	1.06342863761852	0.0887232231357165	0.741958420828211	1.0
364	ENST00000555427	74.4067756766722	75.9105575859205	72.9029937674239	0.960380164312554	-0.0583224884279822	0.742844796603645	1.0
365	ENST00000504473	27.9977450253827	26.1581427039919	29.8373473467735	1.1406523652851	0.18985917085812	0.744340195193441	1.0
